timestamp,meter_id,kW,kWh,power_factor
2025-10-02 17:00:00,EM-BAG,106.45,26.611,0.946
2025-10-02 17:00:00,EM-BLR,142.43,35.607,0.915
2025-10-02 17:00:00,EM-MAIN,678.99,169.748,0.962
2025-10-02 17:15:00,EM-L1-PM,178.14,44.534,0.971
2025-10-02 17:15:00,EM-MX,113.37,28.343,0.941
2025-10-02 17:15:00,EM-HM,127.02,31.756,0.974
2025-10-02 17:15:00,EM-BAG,98.63,24.658,0.944
2025-10-02 17:15:00,EM-BLR,125.53,31.384,0.98
2025-10-02 17:15:00,EM-MAIN,664.18,166.044,0.967
2025-10-02 17:30:00,EM-L1-PM,169.13,42.283,0.948
2025-10-02 17:30:00,EM-MX,116.62,29.154,0.942
2025-10-02 17:30:00,EM-HM,117.2,29.299,0.979
2025-10-02 17:30:00,EM-BAG,96.23,24.057,0.942
2025-10-02 17:30:00,EM-BLR,123.14,30.784,0.936
2025-10-02 17:30:00,EM-MAIN,647.47,161.867,0.979
2025-10-02 17:45:00,EM-L1-PM,177.8,44.451,0.923
2025-10-02 17:45:00,EM-MX,111.31,27.827,0.964
2025-10-02 17:45:00,EM-HM,108.84,27.209,0.937
2025-10-02 17:45:00,EM-BAG,95.68,23.919,0.976
2025-10-02 17:45:00,EM-BLR,132.95,33.238,0.948
2025-10-02 17:45:00,EM-MAIN,650.09,162.523,0.975
2025-10-02 18:00:00,EM-L1-PM,162.68,40.671,0.955
2025-10-02 18:00:00,EM-MX,98.11,24.528,0.929
2025-10-02 18:00:00,EM-HM,109.91,27.477,0.948
2025-10-02 18:00:00,EM-BAG,92.93,23.232,0.936
2025-10-02 18:00:00,EM-BLR,120.42,30.105,0.979
2025-10-02 18:00:00,EM-MAIN,607.31,151.828,0.965
2025-10-02 18:15:00,EM-L1-PM,166.66,41.665,0.934
2025-10-02 18:15:00,EM-MX,101.33,25.332,0.942
2025-10-02 18:15:00,EM-HM,101.66,25.414,0.981
2025-10-02 18:15:00,EM-BAG,89.1,22.274,0.931
2025-10-02 18:15:00,EM-BLR,117.02,29.256,0.932
2025-10-02 18:15:00,EM-MAIN,596.11,149.028,0.957
2025-10-02 18:30:00,EM-L1-PM,156.56,39.139,0.948
2025-10-02 18:30:00,EM-MX,98.18,24.545,0.946
2025-10-02 18:30:00,EM-HM,113.94,28.485,0.943
2025-10-02 18:30:00,EM-BAG,101.14,25.286,0.97
2025-10-02 18:30:00,EM-BLR,110.07,27.519,0.941
2025-10-02 18:30:00,EM-MAIN,600.21,150.052,0.958
2025-10-02 18:45:00,EM-L1-PM,157.66,39.414,0.93
2025-10-02 18:45:00,EM-MX,98.3,24.575,0.933
2025-10-02 18:45:00,EM-HM,106.63,26.658,0.929
2025-10-02 18:45:00,EM-BAG,93.65,23.413,0.954
2025-10-02 18:45:00,EM-BLR,117.6,29.401,0.936
2025-10-02 18:45:00,EM-MAIN,594.2,148.55,0.944
2025-10-02 19:00:00,EM-L1-PM,155.87,38.969,0.951
2025-10-02 19:00:00,EM-MX,97.6,24.399,0.938
2025-10-02 19:00:00,EM-HM,93.88,23.47,0.99
2025-10-02 19:00:00,EM-BAG,94.58,23.646,0.929
2025-10-02 19:00:00,EM-BLR,114.64,28.66,0.948
2025-10-02 19:00:00,EM-MAIN,577.65,144.413,0.973
2025-10-02 19:15:00,EM-L1-PM,144.71,36.178,0.952
2025-10-02 19:15:00,EM-MX,90.52,22.629,0.926
2025-10-02 19:15:00,EM-HM,103.45,25.862,0.958
2025-10-02 19:15:00,EM-BAG,95.54,23.885,0.952
2025-10-02 19:15:00,EM-BLR,105.77,26.443,0.959
2025-10-02 19:15:00,EM-MAIN,553.51,138.378,0.977
2025-10-02 19:30:00,EM-L1-PM,153.79,38.448,0.952
2025-10-02 19:30:00,EM-MX,90.16,22.54,0.933
2025-10-02 19:30:00,EM-HM,99.58,24.894,0.981
2025-10-02 19:30:00,EM-BAG,71.12,17.78,0.99
2025-10-02 19:30:00,EM-BLR,106.91,26.726,0.942
2025-10-02 19:30:00,EM-MAIN,542.59,135.648,0.966
2025-10-02 19:45:00,EM-L1-PM,142.8,35.7,0.964
2025-10-02 19:45:00,EM-MX,91.78,22.945,0.936
2025-10-02 19:45:00,EM-HM,96.81,24.204,0.961
2025-10-02 19:45:00,EM-BAG,74.67,18.667,0.953
2025-10-02 19:45:00,EM-BLR,102.86,25.716,0.972
2025-10-02 19:45:00,EM-MAIN,525.66,131.414,0.96
2025-10-02 20:00:00,EM-L1-PM,146.75,36.688,0.91
2025-10-02 20:00:00,EM-MX,75.08,18.77,0.956
2025-10-02 20:00:00,EM-HM,94.27,23.568,0.92
2025-10-02 20:00:00,EM-BAG,69.27,17.318,0.974
2025-10-02 20:00:00,EM-BLR,101.78,25.445,0.911
2025-10-02 20:00:00,EM-MAIN,499.38,124.846,0.945
2025-10-02 20:15:00,EM-L1-PM,126.91,31.727,0.963
2025-10-02 20:15:00,EM-MX,86.79,21.697,0.946
2025-10-02 20:15:00,EM-HM,79.22,19.804,0.969
2025-10-02 20:15:00,EM-BAG,67.63,16.909,0.943
2025-10-02 20:15:00,EM-BLR,93.74,23.434,0.95
2025-10-02 20:15:00,EM-MAIN,473.2,118.301,0.954
2025-10-02 20:30:00,EM-L1-PM,135.28,33.821,0.928
2025-10-02 20:30:00,EM-MX,84.62,21.154,0.932
2025-10-02 20:30:00,EM-HM,85.4,21.349,0.948
2025-10-02 20:30:00,EM-BAG,64.39,16.097,0.941
2025-10-02 20:30:00,EM-BLR,89.51,22.378,0.989
2025-10-02 20:30:00,EM-MAIN,479.73,119.932,0.925
2025-10-02 20:45:00,EM-L1-PM,131.61,32.902,0.918
2025-10-02 20:45:00,EM-MX,73.71,18.429,0.969
2025-10-02 20:45:00,EM-HM,72.72,18.179,0.98
2025-10-02 20:45:00,EM-BAG,55.57,13.893,0.943
2025-10-02 20:45:00,EM-BLR,92.03,23.009,0.906
2025-10-02 20:45:00,EM-MAIN,442.62,110.654,0.982
2025-10-02 21:00:00,EM-L1-PM,124.42,31.104,0.907
2025-10-02 21:00:00,EM-MX,72.35,18.088,0.931
2025-10-02 21:00:00,EM-HM,75.35,18.837,0.986
2025-10-02 21:00:00,EM-BAG,53.35,13.338,0.943
2025-10-02 21:00:00,EM-BLR,82.9,20.724,0.923
2025-10-02 21:00:00,EM-MAIN,421.26,105.315,0.96
2025-10-02 21:15:00,EM-L1-PM,121.09,30.272,0.944
2025-10-02 21:15:00,EM-MX,61.15,15.289,0.947
2025-10-02 21:15:00,EM-HM,68.86,17.215,0.976
2025-10-02 21:15:00,EM-BAG,49.88,12.469,0.957
2025-10-02 21:15:00,EM-BLR,79.0,19.751,0.948
2025-10-02 21:15:00,EM-MAIN,394.66,98.666,0.968
2025-10-02 21:30:00,EM-L1-PM,120.28,30.07,0.942
2025-10-02 21:30:00,EM-MX,64.37,16.092,0.968
2025-10-02 21:30:00,EM-HM,70.88,17.72,0.96
2025-10-02 21:30:00,EM-BAG,58.6,14.651,0.948
2025-10-02 21:30:00,EM-BLR,85.91,21.477,0.92
2025-10-02 21:30:00,EM-MAIN,412.23,103.058,0.933
2025-10-02 21:45:00,EM-L1-PM,116.01,29.004,0.958
2025-10-02 21:45:00,EM-MX,58.55,14.638,0.934
2025-10-02 21:45:00,EM-HM,68.75,17.187,0.938
2025-10-02 21:45:00,EM-BAG,36.2,9.051,0.909
2025-10-02 21:45:00,EM-BLR,80.15,20.037,0.932
2025-10-02 21:45:00,EM-MAIN,375.48,93.869,0.933
2025-10-02 22:00:00,EM-L1-PM,112.62,28.156,0.962
2025-10-02 22:00:00,EM-MX,50.37,12.592,0.956
2025-10-02 22:00:00,EM-HM,65.48,16.371,0.93
2025-10-02 22:00:00,EM-BAG,42.14,10.535,0.95
2025-10-02 22:00:00,EM-BLR,66.19,16.548,0.951
2025-10-02 22:00:00,EM-MAIN,349.68,87.419,0.955
2025-10-02 22:15:00,EM-L1-PM,115.37,28.842,0.907
2025-10-02 22:15:00,EM-MX,60.28,15.07,0.956
2025-10-02 22:15:00,EM-HM,57.79,14.448,0.962
2025-10-02 22:15:00,EM-BAG,37.9,9.474,0.935
2025-10-02 22:15:00,EM-BLR,56.51,14.128,0.943
2025-10-02 22:15:00,EM-MAIN,338.61,84.652,0.946
2025-10-02 22:30:00,EM-L1-PM,114.58,28.644,0.927
2025-10-02 22:30:00,EM-MX,40.9,10.224,0.949
2025-10-02 22:30:00,EM-HM,58.12,14.53,0.958
2025-10-02 22:30:00,EM-BAG,51.71,12.927,0.93
2025-10-02 22:30:00,EM-BLR,70.31,17.577,0.957
2025-10-02 22:30:00,EM-MAIN,346.03,86.508,0.979
2025-10-02 22:45:00,EM-L1-PM,116.42,29.105,0.932
2025-10-02 22:45:00,EM-MX,40.5,10.126,0.927
2025-10-02 22:45:00,EM-HM,54.15,13.537,0.952
2025-10-02 22:45:00,EM-BAG,30.32,7.579,0.952
2025-10-02 22:45:00,EM-BLR,76.43,19.107,0.933
2025-10-02 22:45:00,EM-MAIN,329.32,82.329,0.962
2025-10-02 23:00:00,EM-L1-PM,113.87,28.467,0.941
2025-10-02 23:00:00,EM-MX,51.37,12.842,0.936
2025-10-02 23:00:00,EM-HM,53.76,13.441,0.964
2025-10-02 23:00:00,EM-BAG,27.32,6.831,0.949
2025-10-02 23:00:00,EM-BLR,68.45,17.112,0.952
2025-10-02 23:00:00,EM-MAIN,325.06,81.264,0.945
2025-10-02 23:15:00,EM-L1-PM,106.28,26.569,0.979
2025-10-02 23:15:00,EM-MX,50.98,12.746,0.947
2025-10-02 23:15:00,EM-HM,53.97,13.492,0.944
2025-10-02 23:15:00,EM-BAG,32.44,8.111,0.922
2025-10-02 23:15:00,EM-BLR,68.03,17.006,0.938
2025-10-02 23:15:00,EM-MAIN,320.2,80.05,0.982
2025-10-02 23:30:00,EM-L1-PM,111.97,27.991,0.959
2025-10-02 23:30:00,EM-MX,54.4,13.6,0.96
2025-10-02 23:30:00,EM-HM,64.23,16.058,0.953
2025-10-02 23:30:00,EM-BAG,39.94,9.986,0.935
2025-10-02 23:30:00,EM-BLR,68.77,17.193,0.945
2025-10-02 23:30:00,EM-MAIN,349.54,87.384,0.946
2025-10-02 23:45:00,EM-L1-PM,116.03,29.007,0.976
2025-10-02 23:45:00,EM-MX,37.39,9.347,0.947
2025-10-02 23:45:00,EM-HM,58.69,14.673,0.962
2025-10-02 23:45:00,EM-BAG,54.32,13.581,0.952
2025-10-02 23:45:00,EM-BLR,67.95,16.988,0.943
2025-10-02 23:45:00,EM-MAIN,345.69,86.422,0.99
2025-10-03 00:00:00,EM-L1-PM,110.43,27.607,0.921
2025-10-03 00:00:00,EM-MX,46.78,11.694,0.961
2025-10-03 00:00:00,EM-HM,57.06,14.265,0.944
2025-10-03 00:00:00,EM-BAG,42.28,10.571,0.944
2025-10-03 00:00:00,EM-BLR,72.46,18.114,0.92
2025-10-03 00:00:00,EM-MAIN,339.47,84.868,0.951
2025-10-03 00:15:00,EM-L1-PM,105.64,26.41,0.933
2025-10-03 00:15:00,EM-MX,49.78,12.445,0.968
2025-10-03 00:15:00,EM-HM,51.28,12.82,0.899
2025-10-03 00:15:00,EM-BAG,40.3,10.076,0.943
2025-10-03 00:15:00,EM-BLR,70.75,17.687,0.917
2025-10-03 00:15:00,EM-MAIN,326.22,81.555,0.954
2025-10-03 00:30:00,EM-L1-PM,115.08,28.77,0.923
2025-10-03 00:30:00,EM-MX,46.22,11.554,0.928
2025-10-03 00:30:00,EM-HM,60.83,15.208,0.972
2025-10-03 00:30:00,EM-BAG,34.93,8.733,0.946
2025-10-03 00:30:00,EM-BLR,81.64,20.409,0.945
2025-10-03 00:30:00,EM-MAIN,347.6,86.9,0.965
2025-10-03 00:45:00,EM-L1-PM,102.47,25.617,0.969
2025-10-03 00:45:00,EM-MX,54.64,13.659,0.973
2025-10-03 00:45:00,EM-HM,60.11,15.027,0.968
2025-10-03 00:45:00,EM-BAG,42.88,10.719,0.96
2025-10-03 00:45:00,EM-BLR,65.98,16.494,0.963
2025-10-03 00:45:00,EM-MAIN,336.26,84.065,0.919
2025-10-03 01:00:00,EM-L1-PM,115.01,28.752,0.978
2025-10-03 01:00:00,EM-MX,48.36,12.089,0.938
2025-10-03 01:00:00,EM-HM,60.57,15.142,0.932
2025-10-03 01:00:00,EM-BAG,38.3,9.574,0.979
2025-10-03 01:00:00,EM-BLR,61.65,15.413,0.932
2025-10-03 01:00:00,EM-MAIN,337.9,84.474,0.99
2025-10-03 01:15:00,EM-L1-PM,110.3,27.576,0.98
2025-10-03 01:15:00,EM-MX,44.7,11.175,0.942
2025-10-03 01:15:00,EM-HM,65.91,16.477,0.918
2025-10-03 01:15:00,EM-BAG,50.16,12.54,0.96
2025-10-03 01:15:00,EM-BLR,61.39,15.348,0.969
2025-10-03 01:15:00,EM-MAIN,345.41,86.353,0.99
2025-10-03 01:30:00,EM-L1-PM,120.34,30.085,0.899
2025-10-03 01:30:00,EM-MX,54.17,13.543,0.954
2025-10-03 01:30:00,EM-HM,58.57,14.643,0.949
2025-10-03 01:30:00,EM-BAG,36.88,9.219,0.99
2025-10-03 01:30:00,EM-BLR,68.23,17.058,0.965
2025-10-03 01:30:00,EM-MAIN,353.4,88.35,0.953
2025-10-03 01:45:00,EM-L1-PM,113.39,28.347,0.949
2025-10-03 01:45:00,EM-MX,42.65,10.661,0.969
2025-10-03 01:45:00,EM-HM,56.38,14.096,0.96
2025-10-03 01:45:00,EM-BAG,28.79,7.199,0.958
2025-10-03 01:45:00,EM-BLR,78.62,19.654,0.933
2025-10-03 01:45:00,EM-MAIN,330.45,82.612,0.95
2025-10-03 02:00:00,EM-L1-PM,110.57,27.643,0.955
2025-10-03 02:00:00,EM-MX,55.52,13.88,0.968
2025-10-03 02:00:00,EM-HM,55.03,13.757,0.985
2025-10-03 02:00:00,EM-BAG,33.27,8.318,0.964
2025-10-03 02:00:00,EM-BLR,76.86,19.216,0.966
2025-10-03 02:00:00,EM-MAIN,344.06,86.014,0.946
2025-10-03 02:15:00,EM-L1-PM,105.83,26.457,0.97
2025-10-03 02:15:00,EM-MX,53.86,13.466,0.95
2025-10-03 02:15:00,EM-HM,69.21,17.301,0.949
2025-10-03 02:15:00,EM-BAG,48.35,12.088,0.929
2025-10-03 02:15:00,EM-BLR,83.9,20.975,0.97
2025-10-03 02:15:00,EM-MAIN,373.09,93.272,0.944
2025-10-03 02:30:00,EM-L1-PM,113.07,28.268,0.942
2025-10-03 02:30:00,EM-MX,41.48,10.371,0.974
2025-10-03 02:30:00,EM-HM,66.58,16.645,0.934
2025-10-03 02:30:00,EM-BAG,33.83,8.457,0.951
2025-10-03 02:30:00,EM-BLR,75.06,18.765,0.94
2025-10-03 02:30:00,EM-MAIN,339.01,84.753,0.925
2025-10-03 02:45:00,EM-L1-PM,111.85,27.962,0.937
2025-10-03 02:45:00,EM-MX,52.59,13.148,0.936
2025-10-03 02:45:00,EM-HM,53.35,13.338,0.99
2025-10-03 02:45:00,EM-BAG,43.44,10.861,0.919
2025-10-03 02:45:00,EM-BLR,65.23,16.306,0.965
2025-10-03 02:45:00,EM-MAIN,337.69,84.423,0.975
2025-10-03 03:00:00,EM-L1-PM,98.12,24.531,0.929
2025-10-03 03:00:00,EM-MX,39.61,9.901,0.895
2025-10-03 03:00:00,EM-HM,63.37,15.844,0.954
2025-10-03 03:00:00,EM-BAG,37.11,9.278,0.931
2025-10-03 03:00:00,EM-BLR,72.3,18.075,0.956
2025-10-03 03:00:00,EM-MAIN,320.52,80.13,0.963
2025-10-03 03:15:00,EM-L1-PM,101.69,25.423,0.942
2025-10-03 03:15:00,EM-MX,60.34,15.086,0.928
2025-10-03 03:15:00,EM-HM,66.5,16.625,0.959
2025-10-03 03:15:00,EM-BAG,45.09,11.272,0.955
2025-10-03 03:15:00,EM-BLR,62.89,15.723,0.957
2025-10-03 03:15:00,EM-MAIN,345.92,86.479,0.952
2025-10-03 03:30:00,EM-L1-PM,117.75,29.437,0.945
2025-10-03 03:30:00,EM-MX,51.13,12.782,0.937
2025-10-03 03:30:00,EM-HM,43.57,10.893,0.963
2025-10-03 03:30:00,EM-BAG,36.16,9.04,0.941
2025-10-03 03:30:00,EM-BLR,69.66,17.414,0.938
2025-10-03 03:30:00,EM-MAIN,326.7,81.674,0.949
2025-10-03 03:45:00,EM-L1-PM,113.34,28.335,0.974
2025-10-03 03:45:00,EM-MX,46.8,11.701,0.971
2025-10-03 03:45:00,EM-HM,49.94,12.486,0.938
2025-10-03 03:45:00,EM-BAG,43.74,10.934,0.947
2025-10-03 03:45:00,EM-BLR,65.79,16.448,0.924
2025-10-03 03:45:00,EM-MAIN,330.54,82.635,0.985
2025-10-03 04:00:00,EM-L1-PM,112.65,28.162,0.951
2025-10-03 04:00:00,EM-MX,58.37,14.592,0.963
2025-10-03 04:00:00,EM-HM,58.09,14.522,0.961
2025-10-03 04:00:00,EM-BAG,27.71,6.926,0.918
2025-10-03 04:00:00,EM-BLR,79.19,19.798,0.972
2025-10-03 04:00:00,EM-MAIN,346.14,86.534,0.952
2025-10-03 04:15:00,EM-L1-PM,107.2,26.799,0.948
2025-10-03 04:15:00,EM-MX,60.36,15.091,0.925
2025-10-03 04:15:00,EM-HM,65.52,16.381,0.934
2025-10-03 04:15:00,EM-BAG,37.97,9.493,0.925
2025-10-03 04:15:00,EM-BLR,58.86,14.715,0.954
2025-10-03 04:15:00,EM-MAIN,341.55,85.388,0.972
2025-10-03 04:30:00,EM-L1-PM,116.15,29.038,0.954
2025-10-03 04:30:00,EM-MX,45.61,11.402,0.968
2025-10-03 04:30:00,EM-HM,61.41,15.353,0.941
2025-10-03 04:30:00,EM-BAG,43.32,10.831,0.951
2025-10-03 04:30:00,EM-BLR,66.93,16.733,0.916
2025-10-03 04:30:00,EM-MAIN,341.83,85.457,0.96
2025-10-03 04:45:00,EM-L1-PM,117.15,29.288,0.962
2025-10-03 04:45:00,EM-MX,62.59,15.648,0.934
2025-10-03 04:45:00,EM-HM,67.18,16.795,0.969
2025-10-03 04:45:00,EM-BAG,44.12,11.03,0.93
2025-10-03 04:45:00,EM-BLR,70.32,17.579,0.914
2025-10-03 04:45:00,EM-MAIN,373.5,93.375,0.945
2025-10-03 05:00:00,EM-L1-PM,100.01,25.002,0.94
2025-10-03 05:00:00,EM-MX,41.77,10.441,0.977
2025-10-03 05:00:00,EM-HM,66.79,16.698,0.958
2025-10-03 05:00:00,EM-BAG,38.8,9.7,0.95
2025-10-03 05:00:00,EM-BLR,71.31,17.828,0.959
2025-10-03 05:00:00,EM-MAIN,328.14,82.034,0.939
2025-10-03 05:15:00,EM-L1-PM,105.28,26.321,0.965
2025-10-03 05:15:00,EM-MX,49.35,12.338,0.975
2025-10-03 05:15:00,EM-HM,63.66,15.915,0.942
2025-10-03 05:15:00,EM-BAG,37.77,9.442,0.944
2025-10-03 05:15:00,EM-BLR,69.24,17.309,0.956
2025-10-03 05:15:00,EM-MAIN,335.72,83.93,0.955
2025-10-03 05:30:00,EM-L1-PM,106.96,26.739,0.975
2025-10-03 05:30:00,EM-MX,59.91,14.978,0.941
2025-10-03 05:30:00,EM-HM,58.79,14.698,0.94
2025-10-03 05:30:00,EM-BAG,34.2,8.551,0.936
2025-10-03 05:30:00,EM-BLR,72.92,18.231,0.947
2025-10-03 05:30:00,EM-MAIN,341.79,85.447,0.988
2025-10-03 05:45:00,EM-L1-PM,103.07,25.767,0.917
2025-10-03 05:45:00,EM-MX,59.82,14.956,0.957
2025-10-03 05:45:00,EM-HM,53.95,13.487,0.93
2025-10-03 05:45:00,EM-BAG,38.6,9.649,0.99
2025-10-03 05:45:00,EM-BLR,75.01,18.754,0.946
2025-10-03 05:45:00,EM-MAIN,339.95,84.989,0.963
2025-10-03 06:00:00,EM-L1-PM,103.12,25.78,0.94
2025-10-03 06:00:00,EM-MX,47.13,11.782,0.976
2025-10-03 06:00:00,EM-HM,52.25,13.063,0.931
2025-10-03 06:00:00,EM-BAG,45.89,11.472,0.914
2025-10-03 06:00:00,EM-BLR,68.43,17.107,0.958
2025-10-03 06:00:00,EM-MAIN,328.11,82.027,0.943
2025-10-03 06:15:00,EM-L1-PM,111.29,27.822,0.941
2025-10-03 06:15:00,EM-MX,59.39,14.849,0.946
2025-10-03 06:15:00,EM-HM,59.01,14.753,0.933
2025-10-03 06:15:00,EM-BAG,49.2,12.299,0.954
2025-10-03 06:15:00,EM-BLR,69.84,17.46,0.973
2025-10-03 06:15:00,EM-MAIN,360.85,90.213,0.938
2025-10-03 06:30:00,EM-L1-PM,123.35,30.837,0.936
2025-10-03 06:30:00,EM-MX,49.9,12.474,0.971
2025-10-03 06:30:00,EM-HM,62.68,15.671,0.908
2025-10-03 06:30:00,EM-BAG,37.12,9.279,0.951
2025-10-03 06:30:00,EM-BLR,90.47,22.618,0.99
2025-10-03 06:30:00,EM-MAIN,378.2,94.549,0.954
2025-10-03 06:45:00,EM-L1-PM,121.84,30.46,0.943
2025-10-03 06:45:00,EM-MX,65.77,16.443,0.956
2025-10-03 06:45:00,EM-HM,66.87,16.717,0.951
2025-10-03 06:45:00,EM-BAG,51.88,12.969,0.979
2025-10-03 06:45:00,EM-BLR,87.5,21.876,0.964
2025-10-03 06:45:00,EM-MAIN,404.79,101.198,0.956
2025-10-03 07:00:00,EM-L1-PM,110.93,27.732,0.929
2025-10-03 07:00:00,EM-MX,69.9,17.475,0.941
2025-10-03 07:00:00,EM-HM,80.14,20.035,0.954
2025-10-03 07:00:00,EM-BAG,50.11,12.526,0.974
2025-10-03 07:00:00,EM-BLR,73.62,18.404,0.95
2025-10-03 07:00:00,EM-MAIN,398.54,99.636,0.958
2025-10-03 07:15:00,EM-L1-PM,126.15,31.536,0.936
2025-10-03 07:15:00,EM-MX,79.22,19.806,0.968
2025-10-03 07:15:00,EM-HM,85.83,21.459,0.957
2025-10-03 07:15:00,EM-BAG,58.87,14.717,0.956
2025-10-03 07:15:00,EM-BLR,81.06,20.265,0.963
2025-10-03 07:15:00,EM-MAIN,444.42,111.104,0.967
2025-10-03 07:30:00,EM-L1-PM,128.09,32.023,0.934
2025-10-03 07:30:00,EM-MX,71.27,17.817,0.924
2025-10-03 07:30:00,EM-HM,97.26,24.315,0.961
2025-10-03 07:30:00,EM-BAG,55.98,13.994,0.97
2025-10-03 07:30:00,EM-BLR,90.38,22.594,0.978
2025-10-03 07:30:00,EM-MAIN,458.02,114.504,0.961
2025-10-03 07:45:00,EM-L1-PM,143.22,35.805,0.93
2025-10-03 07:45:00,EM-MX,70.75,17.688,0.975
2025-10-03 07:45:00,EM-HM,87.96,21.99,0.941
2025-10-03 07:45:00,EM-BAG,62.89,15.722,0.929
2025-10-03 07:45:00,EM-BLR,97.99,24.499,0.947
2025-10-03 07:45:00,EM-MAIN,474.83,118.708,0.938
2025-10-03 08:00:00,EM-L1-PM,140.64,35.161,0.951
2025-10-03 08:00:00,EM-MX,82.35,20.588,0.933
2025-10-03 08:00:00,EM-HM,89.41,22.353,0.941
2025-10-03 08:00:00,EM-BAG,73.83,18.458,0.948
2025-10-03 08:00:00,EM-BLR,98.73,24.682,0.954
2025-10-03 08:00:00,EM-MAIN,501.95,125.487,0.935
2025-10-03 08:15:00,EM-L1-PM,134.82,33.706,0.95
2025-10-03 08:15:00,EM-MX,82.39,20.598,0.929
2025-10-03 08:15:00,EM-HM,97.05,24.263,0.931
2025-10-03 08:15:00,EM-BAG,76.37,19.091,0.941
2025-10-03 08:15:00,EM-BLR,109.56,27.39,0.955
2025-10-03 08:15:00,EM-MAIN,513.94,128.484,0.963
2025-10-03 08:30:00,EM-L1-PM,147.74,36.934,0.929
2025-10-03 08:30:00,EM-MX,86.8,21.699,0.96
2025-10-03 08:30:00,EM-HM,101.49,25.374,0.958
2025-10-03 08:30:00,EM-BAG,78.96,19.74,0.946
2025-10-03 08:30:00,EM-BLR,109.5,27.375,0.942
2025-10-03 08:30:00,EM-MAIN,538.13,134.533,0.99
2025-10-03 08:45:00,EM-L1-PM,146.57,36.643,0.963
2025-10-03 08:45:00,EM-MX,89.82,22.456,0.962
2025-10-03 08:45:00,EM-HM,102.72,25.68,0.952
2025-10-03 08:45:00,EM-BAG,74.2,18.551,0.969
2025-10-03 08:45:00,EM-BLR,111.83,27.958,0.947
2025-10-03 08:45:00,EM-MAIN,539.53,134.883,0.954
2025-10-03 09:00:00,EM-L1-PM,155.06,38.764,0.977
2025-10-03 09:00:00,EM-MX,99.88,24.97,0.944
2025-10-03 09:00:00,EM-HM,106.43,26.607,0.933
2025-10-03 09:00:00,EM-BAG,88.49,22.123,0.956
2025-10-03 09:00:00,EM-BLR,102.3,25.575,0.93
2025-10-03 09:00:00,EM-MAIN,571.27,142.817,0.971
2025-10-03 09:15:00,EM-L1-PM,154.5,38.626,0.938
2025-10-03 09:15:00,EM-MX,103.42,25.855,0.946
2025-10-03 09:15:00,EM-HM,115.83,28.957,0.971
2025-10-03 09:15:00,EM-BAG,75.46,18.866,0.92
2025-10-03 09:15:00,EM-BLR,119.41,29.853,0.971
2025-10-03 09:15:00,EM-MAIN,592.05,148.014,0.99
2025-10-03 09:30:00,EM-L1-PM,164.34,41.084,0.99
2025-10-03 09:30:00,EM-MX,104.03,26.007,0.965
2025-10-03 09:30:00,EM-HM,110.67,27.668,0.959
2025-10-03 09:30:00,EM-BAG,83.7,20.925,0.981
2025-10-03 09:30:00,EM-BLR,123.96,30.99,0.923
2025-10-03 09:30:00,EM-MAIN,603.72,150.93,0.943
2025-10-03 09:45:00,EM-L1-PM,161.47,40.368,0.942
2025-10-03 09:45:00,EM-MX,99.8,24.949,0.962
2025-10-03 09:45:00,EM-HM,117.89,29.472,0.966
2025-10-03 09:45:00,EM-BAG,91.82,22.955,0.929
2025-10-03 09:45:00,EM-BLR,134.16,33.541,0.957
2025-10-03 09:45:00,EM-MAIN,624.39,156.097,0.971
2025-10-03 10:00:00,EM-L1-PM,167.87,41.967,0.933
2025-10-03 10:00:00,EM-MX,116.0,28.999,0.968
2025-10-03 10:00:00,EM-HM,123.85,30.963,0.958
2025-10-03 10:00:00,EM-BAG,91.62,22.904,0.969
2025-10-03 10:00:00,EM-BLR,127.32,31.829,0.947
2025-10-03 10:00:00,EM-MAIN,649.13,162.281,0.938
2025-10-03 10:15:00,EM-L1-PM,179.87,44.968,0.978
2025-10-03 10:15:00,EM-MX,108.24,27.06,0.92
2025-10-03 10:15:00,EM-HM,127.54,31.884,0.967
2025-10-03 10:15:00,EM-BAG,101.86,25.464,0.945
2025-10-03 10:15:00,EM-BLR,133.32,33.33,0.947
2025-10-03 10:15:00,EM-MAIN,669.78,167.444,0.96
2025-10-03 10:30:00,EM-L1-PM,173.92,43.48,0.959
2025-10-03 10:30:00,EM-MX,121.78,30.446,0.942
2025-10-03 10:30:00,EM-HM,110.72,27.68,0.963
2025-10-03 10:30:00,EM-BAG,102.11,25.526,0.97
2025-10-03 10:30:00,EM-BLR,127.54,31.885,0.942
2025-10-03 10:30:00,EM-MAIN,658.25,164.562,0.961
2025-10-03 10:45:00,EM-L1-PM,165.73,41.434,0.922
2025-10-03 10:45:00,EM-MX,116.09,29.022,0.94
2025-10-03 10:45:00,EM-HM,129.39,32.349,0.95
2025-10-03 10:45:00,EM-BAG,100.92,25.231,0.948
2025-10-03 10:45:00,EM-BLR,140.98,35.245,0.949
2025-10-03 10:45:00,EM-MAIN,672.2,168.05,0.971
2025-10-03 11:00:00,EM-L1-PM,173.68,43.421,0.96
2025-10-03 11:00:00,EM-MX,108.94,27.234,0.933
2025-10-03 11:00:00,EM-HM,119.05,29.764,0.95
2025-10-03 11:00:00,EM-BAG,119.19,29.798,0.967
2025-10-03 11:00:00,EM-BLR,122.4,30.601,0.974
